"","spe","dens","Sc","Cc","chla","chlb","chlc","chlca","Spro","Hpro","H13C","H15N","S13C","S15N","HCN","SCN","SST","SST_sd","light","light_sd","partition"
"152","P. profundacella",0.00126063889684122,237288.13559322,4067.79661016949,3.91253276836158,0.398622598870057,1.08948983050847,0.27846152224425,39.4562803950237,170.34547949377,-17.663,3.867,-17.502,4.346,6.15789509766029,7.79050965844102,21.87770492,1.255479183,18.96877719,0.691423339,"3"
"153","P. profundacella",0.00146557606418651,276470.588235294,6666.66666666666,3.15350980392156,0.110262091503268,1.01767581699346,0.322712114523293,36.2189120946116,161.091761747624,-18.684,6.565,-18.618,3.856,5.99254401022233,7.40901027623494,21.87770492,1.255479183,18.96877719,0.691423339,"3"
"154","P. profundacella",0.00193976985254051,446428.571428571,1428.57142857143,4.76578809523809,0.104097023809524,1.68971071428571,0.354550114381722,42.6002068087205,178.739886982885,-17.989,6.07,-17.604,3.282,6.69001696019275,8.26196163267662,28.61901639,0.356364537,22.1440168,3.455177367,"3"
"155","P. profundacella",0.00146200871938693,650819.672131148,8196.72131147542,3.81030210772834,0.222807962529275,1.20686104605777,0.316736314322668,69.4962426546523,311.970227694765,-14.96,6.181,-14.079,4.101,8.13475373949637,9.60072858253326,28.61901639,0.356364537,22.1440168,3.455177367,"3"
"156","P. profundacella",0.00159416282126686,968749.999999999,6249.99999999999,4.32579880952381,0.0699011904761908,1.44144166666667,0.333219765906159,49.5749582342384,237.020705063803,-13.91,5.69,-13.37,4.822,11.8485776648384,10.1236769731579,28.61901639,0.356364537,22.1440168,3.455177367,"3"
"157","P. profundacella",0.00167424846288131,651666.666666666,2333.33333333333,4.12501388888889,0.259747222222222,1.40183611111111,0.33983791300366,54.4520590201428,232.404701196306,-16.772,5.801,-16.586,3.54,7.60458677023415,8.81647348623509,28.61901639,0.356364537,22.1440168,3.455177367,"3"
"158","P. profundacella",0.00126497123732603,666666.666666666,6333.33333333333,4.99199777777777,0.275767222222222,1.58230111111111,0.316967511114455,79.0161731542451,266.733022329649,-16.981,6.064,-17.265,3.752,7.84420622837192,8.55421058403817,28.61901639,0.356364537,22.1440168,3.455177367,"3"
"159","P. profundacella",0.00130617770663388,793442.622950819,7868.85245901638,5.69333114754097,0.0359732240437161,1.83068961748634,0.321549822071572,55.9265876420734,252.384651767799,-14.748,6.118,-13.803,4.222,9.77252212826543,11.0417607257909,28.61901639,0.356364537,22.1440168,3.455177367,"3"
"160","S. pistillata",0.00134710961953309,570312.500000001,239375,2.9460234375,0.0326317708333336,0.987019270833335,0.335034425819409,57.3306616403962,266.708581720426,-19.524,4.774,-19.914,3.16,7.26863529501117,5.91279422954823,21.37372881,0.778337969,19.68947976,3.481554209,"2"
"161","S. pistillata",0.00174308480298356,675000,218529.411764706,3.20047303921569,0.0300264705882353,0.992603431372549,0.310142725531535,91.887054226385,297.70077341518,-19.199,4.912,-19.659,3.485,6.3610671746887,5.78834984890574,21.37372881,0.778337969,19.68947976,3.481554209,"2"
"162","S. pistillata",0.00168680428461751,613414.634146342,321951.219512195,2.92755203252033,0.0418430894308946,0.922605691056911,0.315145787609671,88.1491044752238,246.557778033201,-18.775,4.896,-18.992,3.326,7.07771503618018,6.07754328081492,21.37372881,0.778337969,19.68947976,3.481554209,"2"
